id,tipo,precio_usd,m2_cubiertos,m2_totales,ambientes,dormitorios,banos,anio_construccion,piso,direccion,barrio,ciudad,orientacion,disposicion,balcon,cochera,expensas_usd,apto_credito,estado,content
88,Departamento,158439,97,116,4,2,1,2011,23,Calle 9411,Puerto Madero,Buenos Aires,Oeste,Lateral,False,True,127,False,Bueno,"Departamento de 4 ambientes, 2 dormitorios y 1 baños. Ubicado en Puerto Madero, Buenos Aires. Cuenta con balcón: False, cochera: True. Estado: Bueno. Precio: USD 158439."
89,Departamento,376800,71,89,3,2,3,2010,25,Calle 1362,Flores,Buenos Aires,Oeste,Frente,False,False,364,True,Muy Bueno,"Departamento de 3 ambientes, 2 dormitorios y 3 baños. Ubicado en Flores, Buenos Aires. Cuenta con balcón: False, cochera: False. Estado: Muy Bueno. Precio: USD 376800."
90,Departamento,254845,52,61,6,4,2,2003,2,Calle 5244,Recoleta,Buenos Aires,Sudoeste,Lateral,False,False,361,False,Muy Bueno,"Departamento de 6 ambientes, 4 dormitorios y 2 baños. Ubicado en Recoleta, Buenos Aires. Cuenta con balcón: False, cochera: False. Estado: Muy Bueno. Precio: USD 254845."
91,Departamento,108031,148,148,6,4,1,2025,24,Calle 7614,Palermo,Buenos Aires,Oeste,Frente,True,False,98,True,Muy Bueno,"Departamento de 6 ambientes, 4 dormitorios y 1 baños. Ubicado en Palermo, Buenos Aires. Cuenta con balcón: True, cochera: False. Estado: Muy Bueno. Precio: USD 108031."
92,Departamento,163169,160,176,5,3,2,2006,22,Calle 6256,Recoleta,Buenos Aires,Noreste,Lateral,True,True,118,False,Excelente,"Departamento de 5 ambientes, 3 dormitorios y 2 baños. Ubicado en Recoleta, Buenos Aires. Cuenta con balcón: True, cochera: True. Estado: Excelente. Precio: USD 163169."
93,Departamento,190868,127,157,3,1,2,2008,20,Calle 8355,Nuñez,Buenos Aires,Sudoeste,Frente,False,True,63,False,Bueno,"Departamento de 3 ambientes, 1 dormitorios y 2 baños. Ubicado en Nuñez, Buenos Aires. Cuenta con balcón: False, cochera: True. Estado: Bueno. Precio: USD 190868."
94,Departamento,383973,79,105,4,3,2,2016,26,Calle 8732,San Telmo,Buenos Aires,Sudeste,Frente,False,True,279,False,Excelente,"Departamento de 4 ambientes, 3 dormitorios y 2 baños. Ubicado en San Telmo, Buenos Aires. Cuenta con balcón: False, cochera: True. Estado: Excelente. Precio: USD 383973."
95,Departamento,92003,162,164,5,3,3,2011,18,Calle 6271,Nuñez,Buenos Aires,Oeste,Contrafrente,False,True,242,True,Muy Bueno,"Departamento de 5 ambientes, 3 dormitorios y 3 baños. Ubicado en Nuñez, Buenos Aires. Cuenta con balcón: False, cochera: True. Estado: Muy Bueno. Precio: USD 92003."
96,Departamento,85412,180,191,2,1,2,2025,6,Calle 806,San Telmo,Buenos Aires,Sudoeste,Lateral,True,False,387,False,Muy Bueno,"Departamento de 2 ambientes, 1 dormitorios y 2 baños. Ubicado en San Telmo, Buenos Aires. Cuenta con balcón: True, cochera: False. Estado: Muy Bueno. Precio: USD 85412."
97,Departamento,236019,93,114,5,3,2,1998,22,Calle 9314,Flores,Buenos Aires,Sudoeste,Frente,False,True,87,False,Excelente,"Departamento de 5 ambientes, 3 dormitorios y 2 baños. Ubicado en Flores, Buenos Aires. Cuenta con balcón: False, cochera: True. Estado: Excelente. Precio: USD 236019."
98,Departamento,334466,80,91,3,2,2,1990,11,Calle 6576,Puerto Madero,Buenos Aires,Noreste,Contrafrente,False,True,148,False,Muy Bueno,"Departamento de 3 ambientes, 2 dormitorios y 2 baños. Ubicado en Puerto Madero, Buenos Aires. Cuenta con balcón: False, cochera: True. Estado: Muy Bueno. Precio: USD 334466."
99,Departamento,84338,114,124,2,1,1,2005,18,Calle 7052,Puerto Madero,Buenos Aires,Sudoeste,Lateral,True,True,306,True,Muy Bueno,"Departamento de 2 ambientes, 1 dormitorios y 1 baños. Ubicado en Puerto Madero, Buenos Aires. Cuenta con balcón: True, cochera: True. Estado: Muy Bueno. Precio: USD 84338."
100,Departamento,430908,151,166,5,3,1,2018,23,Calle 803,Puerto Madero,Buenos Aires,Este,Contrafrente,True,False,137,False,Excelente,"Departamento de 5 ambientes, 3 dormitorios y 1 baños. Ubicado en Puerto Madero, Buenos Aires. Cuenta con balcón: True, cochera: False. Estado: Excelente. Precio: USD 430908."
